Macrotrends Data Download

NASDAQ Composite Index - 10 Year Daily Chart

DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.



ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2021-02-02,13612.7800
2021-02-03,13610.5400
2021-02-04,13777.7400
2021-02-05,13856.3000
2021-02-08,13987.6400
2021-02-09,14007.7000
2021-02-10,13972.5300
2021-02-11,14025.7700
2021-02-12,14095.4700
2021-02-16,14047.5000
2021-02-17,13965.4900
2021-02-18,13865.3600
2021-02-19,13874.4600
2021-02-22,13533.0500
2021-02-23,13465.2000
2021-02-24,13597.9700
2021-02-25,13119.4300
2021-02-26,13192.3500
2021-03-01,13588.8300
2021-03-02,13358.7900
2021-03-03,12997.7500
2021-03-04,12723.4700
2021-03-05,12920.1500
2021-03-08,12609.1600
2021-03-09,13073.8200
2021-03-10,13068.8300
2021-03-11,13398.6700
2021-03-12,13319.8600
2021-03-15,13459.7100
2021-03-16,13471.5700
2021-03-17,13525.2000
2021-03-18,13116.1700
2021-03-19,13215.2400
2021-03-22,13377.5400
2021-03-23,13227.7000
2021-03-24,12961.8900
2021-03-25,12977.6800
2021-03-26,13138.7200
2021-03-29,13059.6500
2021-03-30,13045.3900
2021-03-31,13246.8700
2021-04-01,13480.1100
2021-04-05,13705.5900
2021-04-06,13698.3800
2021-04-07,13688.8400
2021-04-08,13829.3100
2021-04-09,13900.1900
2021-04-12,13850.0000
2021-04-13,13996.1000
2021-04-14,13857.8400
2021-04-15,14038.7600
2021-04-16,14052.3400
2021-04-19,13914.7700
2021-04-20,13786.2700
2021-04-21,13950.2200
2021-04-22,13818.4100
2021-04-23,14016.8100
2021-04-26,14138.7800
2021-04-27,14090.2200
2021-04-28,14051.0300
2021-04-29,14082.5500
2021-04-30,13962.6800
2021-05-03,13895.1200
2021-05-04,13633.5000
2021-05-05,13582.4200
2021-05-06,13632.8400
2021-05-07,13752.2400
2021-05-10,13401.8600
2021-05-11,13389.4300
2021-05-12,13031.6800
2021-05-13,13124.9900
2021-05-14,13379.0500
2021-05-17,13379.0500
2021-05-18,13303.6400
2021-05-19,13299.7400
2021-05-20,13535.7400
2021-05-21,13470.9900
2021-05-24,13661.1700
2021-05-25,13657.1700
2021-05-26,13738.0000
2021-05-27,13736.2800
2021-05-28,13748.7400
2021-06-01,13736.4800
2021-06-02,13756.3300
2021-06-03,13614.5100
2021-06-04,13814.4900
2021-06-07,13881.7200
2021-06-08,13924.9100
2021-06-09,13911.7500
2021-06-10,14020.3300
2021-06-11,14069.4200
2021-06-14,14174.1400
2021-06-15,14072.8600
2021-06-16,14039.6800
2021-06-17,14161.3500
2021-06-18,14030.3800
2021-06-21,14141.4800
2021-06-22,14253.2700
2021-06-23,14271.7300
2021-06-24,14369.7100
2021-06-25,14360.3900
2021-06-28,14500.5100
2021-06-29,14528.3300
2021-06-30,14503.9500
2021-07-01,14522.3800
2021-07-02,14639.3300
2021-07-06,14663.6400
2021-07-07,14665.0600
2021-07-08,14559.7800
2021-07-09,14701.9200
2021-07-12,14733.2400
2021-07-13,14677.6500
2021-07-14,14644.9500
2021-07-15,14543.1300
2021-07-16,14427.2400
2021-07-19,14274.9800
2021-07-20,14498.8800
2021-07-21,14631.9500
2021-07-22,14684.6000
2021-07-23,14836.9900
2021-07-26,14840.7100
2021-07-27,14660.5800
2021-07-28,14762.5800
2021-07-29,14778.2600
2021-07-30,14672.6800
2021-08-02,14681.0700
2021-08-03,14761.2900
2021-08-04,14780.5300
2021-08-05,14895.1200
2021-08-06,14835.7600
2021-08-09,14860.1800
2021-08-10,14788.0900
2021-08-11,14765.1400
2021-08-12,14816.2600
2021-08-13
2021-08-14
2021-08-15
2021-08-16
2021-08-17
2021-08-18
2021-08-19
2021-08-20
2021-08-21
2021-08-22
2021-08-23
2021-08-24
2021-08-25
2021-08-26
2021-08-27
2021-08-28
2021-08-29
2021-08-30
2021-08-31
2021-09-01
2021-09-02
